CONTRACT_INFO_DATE,CONTRACT_INFO_AMOUNT/RENT,ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,CONSTRUCTION,NUMBER_OF_ROOMS,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,BATH_NOTE,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,BICYCLE_PARKING,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_COMBINIENCE_STORE,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,DISTANCE_TO_PLAYGROUND,DISTANCE_TO_BANK,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES,LOCAL_GOVERNMENT_PREFECTURE,LOCAL_GOVERNMENT_CITY
,,9008463,売買居住用,秋田県,秋田市,JR奥羽本線,四ツ小屋,2800m,16500000,1996/9/1,147.81,,木造,3,300.8,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,,公営,都市ガス,下水,室内,専用,,専用,,ガス,,,,1300,1500,,1100,,5300,,,80,50,無,無,秋田県,秋田市
,,9008473,売買居住用,大分県,大分市,JR日豊本線,坂ノ市,59分,3500000,1950/10/1,85.95,,木造,4,561.98,公簿,宅地,市街化調整区域,,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
07/21/25,,9008507,売買居住用,徳島県,名西郡石井町,,,,3800000,1977/7/1,119.13,,木造,7,399.02,公簿,宅地,市街化調整区域,,,無,無,,,公営,,浄化槽,室内,専用,,専用,,,,空き有,,1300,3600,,3100,,3600,,,,,有,無,徳島県,名西郡石井町
04/21/25,,9008538,売買居住用,秋田県,山本郡八峰町,,,,,1992/1/1,120.18,,木造,4,,,宅地,都市計画区域外,,所有権,無,無,,,公営,プロパン,汲み取り式,室内,,,,,ガス,有り,空き有,,2800,4700,3100,2400,11000,11000,,6800,,,無,無,秋田県,山本郡八峰町
,,9008558,売買居住用,大分県,大分市,JR久大本線,向之原,40分,13500000,1983/7/1,121.83,,木造,4,248.18,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,プロパン,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008575,売買土地,大分県,大分市,JR久大本線,南大分,8分,11000000,,,,指定なし,,330.57,,宅地,市街化区域,第二種中高層住居専用地域,所有権,無,有,1,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008578,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,4300m,25000000,1989/10/1,211.04,,木造,5,262.61,公簿,宅地,市街化区域,第二種中高層住居専用地域,所有権,無,無,1,茨島六丁目でゆとりのある５ＬＤＫの住宅です,公営,都市ガス,下水,,専用,,専用,,ガス,,,,2400,3300,,500,,4900,,,200,60,無,無,秋田県,秋田市
,,9008606,賃貸居住用,神奈川県,足柄上郡松田町,小田急小田原線,新松田,6分,40000,,,,指定なし,2,,,,,,,無,無,,,,,,室内,専用,,専用,,ガス,,空き有,,,,,,,,,,,,無,無,神奈川県,足柄上郡松田町
,,9008609,売買土地,宮城県,遠田郡美里町,JR石巻線,小牛田,,5000000,,,,指定なし,,317,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,宮城県,遠田郡美里町
,,9008619,売買居住用,秋田県,秋田市,JR羽越本線,羽後牛島,800m,2300000,1980/4/1,97.71,,木造,5,125.61,公簿,宅地,市街化区域,第一種住居地域,所有権,有,無,,"牛島西二丁目の住宅街にある５ＤＫの二階建て住宅です。
前面道路は、位置指定道路で私道です。",公営,都市ガス,下水,,,,,,,,,,800,1900,,800,,3600,,,200,60,無,無,秋田県,秋田市
06/21/25,,9008629,売買居住用,秋田県,大仙市,JR奥羽本線,大曲,5分,15000000,1987/1/1,168.37,1,木造,5,399,,,,,,無,無,,"ガレージ・消雪設備がついているので冬でも安心です。
収納が多く、各階にトイレ付きなのでご家族皆さん快適に住めます
。
建物内の家具・家電について希望がある場合はお譲りします。",公営,プロパン,下水,有,専用,灯油ボイラー,専用,,ガス,有り,空き有,有り,,,270,1100,,,,,,,無,無,秋田県,大仙市
,,9008641,売買土地,大分県,大分市,JR日豊本線,鶴崎,35分,12000000,,,,指定なし,,466.11,公簿,宅地,市街化区域,第二種中高層住居専用地域,所有権,無,有,1,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008642,売買居住用,大分県,大分市,,,2分,16000000,1983/7/1,94.39,,木造,4,308.38,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,,公営,プロパン,下水,,,,,,,,,,,,,,,,,,100,60,無,無,大分県,大分市
,,9008643,売買居住用,大分県,大分市,JR豊肥本線,中判田,54分,16900000,2000/11/1,96,,木造,2,216.38,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,,下水,室内,専用,,専用,,IH,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008644,売買居住用,大分県,大分市,JR豊肥本線,敷戸,28分,25000000,1980/12/1,145.58,,木造,5,616.57,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008645,売買居住用,大分県,大分市,,,2分,3000000,1993/1/1,74.02,,指定なし,3,117.99,公簿,宅地,非線引区域,,所有権,無,無,,,公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,400,70,無,無,大分県,大分市
,,9008676,売買居住用,秋田県,大仙市,,,,1000000,1984/1/1,99.14,1,木造,3,780.51,公簿,,,,,無,無,1,奥羽山脈の豊かな自然に囲まれた一軒家です。庭の花壇で山野草を見たり、畑で家庭菜園を始めることもできます。暖房器・家具も付いていますので、詳しくはお問い合わせください。,井戸,プロパン,汲み取り式,有,専用,灯油ボイラー,専用,,ガス,有り,空き有,有り,,,3500,3800,,,,,,,無,無,秋田県,大仙市
,,9008678,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,2100m,6400000,1955/1/1,156.62,,木造,6,92.44,公簿,宅地,市街化区域,近隣商業地域,所有権,無,無,1,保戸野通町に面した利便性のよい立地の２階建て住宅です。,公営,都市ガス,下水,,,,,,ガス,,,,700,1200,,1000,,2000,,,200,80,無,有,秋田県,秋田市
,,9008685,賃貸居住用,山梨県,韮崎市,JR中央本線,韮崎,5400m,53000,1995/1/1,87.76,,木造,4,,,,,,,無,無,,売買：480万円,,プロパン,浄化槽,,専用,,,,,有り,,,900,3900,4200,5100,,,3300,,,,無,無,山梨県,韮崎市
06/21/25,45000,9008697,賃貸居住用,山口県,周南市,,,3分,45000,1974/3/1,116.72,,木造,5,,,,,,,無,無,,室内リフォーム済のきれいな物件です。自然豊かな中山間地域ですが、スーパーや薬局、コンビニ等も近く生活環境は良好です。,公営,プロパン,下水,,,,,,,,空き有,,,,,,,,,,,,無,無,山口県,周南市
,,9008703,売買居住用,大分県,大分市,JR久大本線,賀来,37分,20500000,2001/3/1,131.66,,木造,3,232.95,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,都市ガス,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008704,売買居住用,大分県,大分市,JR日豊本線,牧,21分,16800000,1998/2/1,48.73,,木造,2,141.43,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008705,賃貸居住用,大分県,大分市,JR日豊本線,牧,21分,70000,1998/2/1,48.73,,木造,2,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9008736,賃貸居住用,茨城県,笠間市,JR常磐線,友部,15分,50000,1968/11/1,89.52,,木造,5,,,,,,,無,無,,,公営,プロパン,下水,室内,専用,,専用,,ガス,,空き有,,400,1000,,600,,1500,,800,,,無,無,茨城県,笠間市
,,9008781,売買居住用,大分県,大分市,,,5分,4500000,1975/2/1,80.32,,木造,4,280.44,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,都市ガス,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008792,売買居住用,茨城県,笠間市,,,,6000000,1984/10/1,92.72,,木造,4,268.21,,宅地,非線引区域,,所有権,無,無,,,公営,プロパン,下水,室内,専用,,専用,,,有り,空き有,,1900,2300,,3400,,400,,2800,200,60,無,無,茨城県,笠間市
04/21/25,20000,9008803,売買居住用,佐賀県,東松浦郡玄海町,JR筑肥線,西唐津,220m,1000000,,34.71,,木造,4,184.38,公簿,宅地,,,,無,無,,,公営,プロパン,,,,,,,ガス,,,,2400,2400,2500,1900,,16700,,3500,,,無,無,佐賀県,東松浦郡玄海町
,,9008804,賃貸居住用,宮崎県,日向市,,,,60000,1981/1/1,149.04,,RC(鉄筋コンクリート),5,,,,,,,無,無,,,公営,プロパン,下水,,専用,,専用,水洗,,,空き有,有り,,,,,,,,,,,無,無,宮崎県,日向市
05/21/25,,9008873,売買居住用,茨城県,笠間市,JR水戸線,笠間,3000m,3980000,1975/1/1,43.06,,木造,2,191.07,,宅地,非線引区域,,所有権,無,無,,,井戸,プロパン,浄化槽,室内,専用,,専用,,,有り,空き有,,1800,2000,,2300,,1300,,1100,200,60,無,無,茨城県,笠間市
,,9008876,売買居住用,三重県,伊勢市,,,,1000000,1969/1/1,79.94,,木造,,307,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
05/21/25,,9008927,売買居住用,秋田県,大仙市,JR田沢湖線,羽後長野,,1000000,1982/1/1,,,指定なし,6,105.78,,,,,,無,無,,商店街や小学校も近く、スーパー・駅アクセス良好,井戸,プロパン,下水,,,,,,,,空き有,,,,,,,,,,,,無,無,秋田県,大仙市
,,9008951,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,2700m,4300000,1965/7/1,141.17,,木造,6,233.71,,宅地,,第一種住居地域,所有権,無,無,,スーパーまで約４００ｍ、小学校まで約７００ｍで便利な生活環境の６ＬＤＫの住宅です。,公営,都市ガス,下水,,専用,,専用,,ガス,,,,700,1000,,400,,3200,,,200,60,無,無,秋田県,秋田市
,,9008988,売買居住用,大分県,大分市,,,10分,8800000,1967/11/1,245.48,,指定なし,10,347.1,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,プロパン,浄化槽,,,浴室暖房・乾燥あり,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008989,売買居住用,大分県,大分市,JR日豊本線,鶴崎,3600m,14900000,1999/5/1,164.25,,木造,6,276.12,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
04/21/25,9500000,9009053,売買居住用,栃木県,鹿沼市,東武日光線,板荷,,9980000,1998/4/1,162.5,,軽量鉄骨造,5,300.52,公簿,宅地,都市計画区域外,,,無,無,,世界的に人気の観光地日光市に隣接する平成10年建築の軽量鉄骨造2階建住宅です。建物の状態も良好で、駐車場が広く4台程度駐車できます。 居住用だけに限らず別荘やセカンドハウスにもおススメです！,井戸,プロパン,浄化槽,室内,専用,,専用,洋式・水洗,ガス,有り,空き有,有り,1800,1000,,,,11400,,,,,無,無,栃木県,鹿沼市
,,9009059,売買居住用,秋田県,大仙市,JR奥羽本線,飯詰,,3000000,1957/1/1,150,,木造,5,870,,,,,,無,無,,田園風景に囲まれた閑静な住宅地,公営,,汲み取り式,室内,,,,,,,,,,,,,,,,,,,無,無,秋田県,大仙市
,,9009060,売買居住用,秋田県,大仙市,JR奥羽本線,刈和野,,1200000,1978/12/1,91.91,,木造,5,,,,,,,無,無,,生活環境が整った場所で田舎暮らし,公営,プロパン,汲み取り式,,,,,,,,空き有,,,,,,,,,,,,無,無,秋田県,大仙市
,,9009068,売買居住用,大分県,大分市,JR日豊本線,西大分,4分,5100000,1974/10/1,52.67,,木造,3,70.59,公簿,宅地,市街化区域,近隣商業地域,,無,無,1,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9009105,売買居住用,秋田県,秋田市,JR奥羽本線,土崎,1300m,12600000,1980/11/1,94.67,,木造,3,166.21,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,２０１６年水回り（キッチン、トイレ、浴室）リフォーム済みの３ＬＤＫの住宅,公営,都市ガス,下水,室内,専用,,専用,,ガス,,,,200,1200,,500,,4000,,,200,60,無,無,秋田県,秋田市
10/20/25,2000000,9009121,売買居住用,熊本県,八代市,肥薩おれんじ鉄道,肥後二見,,2000000,1962/1/1,196.42,,木造,5,339.24,公簿,宅地,,,,無,無,,二見校区　二見本町の中学校のそばにあります。田畑が広がる静かな環境の中にあり、2階建ての倉庫がいろいろな活用ができます。,公営,プロパン,汲み取り式,,,,,,,,空き有,,300,100,,5500,,,,,,,無,無,熊本県,八代市
,,9009124,売買居住用,熊本県,八代市,JR鹿児島本線,八代,,6000000,1973/1/1,135.71,,木造,7,332.37,公簿,宅地,,,,無,無,,幹線沿いにあり、買い物も便利で、学校や医療機関も近隣にあり暮らしやすいところです。,井戸,プロパン,浄化槽,有,専用,,専用,,ガス,有り,空き有,有り,1200,2300,,800,,,,,,,無,無,熊本県,八代市
,,9009126,売買居住用,熊本県,八代市,肥薩おれんじ鉄道,肥後二見,,4000000,1958/1/1,131.4,,木造,5,799.06,公簿,宅地,,,,無,無,,,井戸,プロパン,汲み取り式,,,,,,ガス,,空き有,,1500,800,,5900,,,,1400,,,無,無,熊本県,八代市
,,9009129,売買居住用,大分県,大分市,JR豊肥本線,中判田,17分,17500000,1995/3/1,127.04,,軽量鉄骨造,4,287.17,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,プロパン,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9009130,売買居住用,大分県,大分市,JR豊肥本線,中判田,3800m,14800000,1994/10/1,121.5,,木造,4,215.69,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9009132,売買居住用,秋田県,秋田市,JR奥羽本線,土崎,800m,15000000,2004/9/1,,,木造,,181.7,,宅地,市街化区域,第一種住居地域,所有権,無,無,,二階にもダイニングキッチンのある４ＬＤＫ＋ＤＫの住宅,公営,都市ガス,下水,室内,専用,,専用,,ガス,,,,900,700,,900,,2800,,,200,60,無,無,秋田県,秋田市
,,9009167,賃貸居住用,大分県,大分市,JR豊肥本線,竹中,22分,50000,1981/4/1,172,,木造,10,,,,,,,無,無,,,その他,プロパン,浄化槽,,,,,,ガス,,,,,,,,,,,,,,無,無,大分県,大分市
,,9009168,売買居住用,大分県,大分市,JR日豊本線,牧,1900m,33200000,1986/11/1,72.2,,木造,3,151.63,公簿,宅地,市街化区域,第二種中高層住居専用地域,所有権,無,無,,,公営,,下水,,,,,,電気,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9009169,売買居住用,大分県,大分市,JR久大本線,豊後国分,38分,23800000,1989/4/1,120.89,,木造,3,236.35,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,,公営,都市ガス,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9009179,売買居住用,山形県,西村山郡朝日町,,,,500000,1969/1/1,100,,木造,5,165.28,,,,,,無,無,,,公営,プロパン,浄化槽,,専用,,専用,水洗洋式,ガス,,,,,,,,,,,,,,無,無,山形県,西村山郡朝日町
,,9009208,売買居住用,栃木県,鹿沼市,東武日光線,新鹿沼,,3500000,1974/12/1,106.82,,木造,4,208.68,公簿,宅地,市街化区域,第二種中高層住居専用地域,,無,無,,床の間、広縁、和室が落ち着くどこか懐かしい木造日本家屋です。平成29年に内装リフォームや給湯器交換を行いました。間口も広く、車も3台以上駐車可能です。市街化区域内で利便性も高く、生活面で困りごとはなし,公営,プロパン,,室内,専用,,専用,和式・汲取り,ガス,有り,空き有,有り,1300,380,800,1200,500,2100,,,200,60,無,無,栃木県,鹿沼市
,,9009221,売買土地,茨城県,牛久市,,,,5500000,,,,指定なし,,142.91,,,市街化区域,,,無,無,,閑静な住宅街にある、南側道路の現況更地物件です。,,,,,,,,,,,,,,,,,,,,,,,無,無,茨城県,牛久市
,,9009241,売買居住用,大分県,大分市,,,2分,28800000,2014/7/1,105.5,,木造,2,198.2,公簿,宅地,市街化調整区域,,所有権,無,無,,,公営,,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9009291,売買居住用,茨城県,笠間市,JR水戸線,稲田,7分,6500000,1975/12/1,150.22,,木造,6,554.26,,宅地,非線引区域,,所有権,無,無,,,公営,プロパン,浄化槽,室内,専用,,専用,,,有り,空き有,,1400,1200,,4700,,400,,5000,200,60,無,無,茨城県,笠間市
,,9009292,賃貸居住用,茨城県,笠間市,JR常磐線,友部,7分,70000,1969/4/1,116.75,,木造,6,,,,,,,無,無,,,公営,プロパン,下水,,専用,,専用,,,有り,空き有,,900,1200,,400,,1100,,300,,,無,無,茨城県,笠間市
,9500000,9009300,売買居住用,栃木県,鹿沼市,東武日光線,楡木,,9500000,1910/1/1,169.95,,木造,6,928.92,公簿,宅地,非線引区域,,,無,無,,明治43年建築、昭和52年に東側部分を増築した木造住宅です。敷地も広く、車をたくさんとめられる上に、庭の手入れも行き届いております。近くには釣り人が多く集まる思川や、ゴルフ場もある自然豊かな地域です。,公営,プロパン,浄化槽,室内,専用,,専用,,ガス,有り,空き有,有り,800,7800,3000,4800,,5300,,,,,無,無,栃木県,鹿沼市
,,9009307,売買居住用,栃木県,鹿沼市,東武日光線,新鹿沼,,10500000,1999/1/1,114.26,,指定なし,,,,,,,,無,無,,"2階建て、吹き抜け式の風通しの良い物件。状態が良いため、補修はほぼ不要です。
庭には畑があるので、田舎暮らしをしながら家庭菜園を楽しみたい方にオススメです。",公営,その他,下水,,専用,,専用,水洗洋式,IH,,空き有,,2500,1600,,,,11000,,,,,無,無,栃木県,鹿沼市
02/20/25,1150000,9009344,売買土地,大阪府,高槻市,,,,1370000,,,,指定なし,,128.73,公簿,宅地,市街化調整区域,,所有権,無,無,,,,,,,,,,,,,,,200,12300,,,,,,150,,,無,無,大阪府,高槻市
,,9009385,売買居住用,茨城県,笠間市,JR水戸線,笠間,23分,4000000,1965/1/1,129.86,,木造,5,186.97,,宅地,非線引区域,第一種中高層住居専用地域,所有権,無,無,,,公営,プロパン,下水,室内,専用,,専用,,,有り,空き有,,500,900,,1200,,1100,,100,200,60,無,無,茨城県,笠間市
,,9009418,売買居住用,島根県,出雲市,,,,19800000,1974/8/1,106.99,,木造,2,398.91,,宅地,,,,無,無,,一般国道9号にも近く、市内中心部への利便性が良い場所です。,公営,プロパン,,,,,,,ガス,,,,,,,,,,,,,,無,無,島根県,出雲市
,,9009422,売買居住用,島根県,出雲市,,,,5500000,1982/9/1,148.36,,木造,6,865.66,公簿,宅地,,,,無,無,,,公営,都市ガス,下水,,専用,,専用,,ガス,,空き有,有り,,,,,,,,,,,無,無,島根県,出雲市
,,9009423,売買居住用,島根県,出雲市,JR山陰本線,出雲神西,7分,4000000,,222.64,,木造,5,466.31,,,,,,無,無,,のどかな田園風景の中の物件でお風呂は五右衛門風呂です!!,公営,その他,汲み取り式,,専用,お風呂は五右衛門風呂（焚口あり）,専用,汲み取り／和・洋式,ガス,,空き有,,,,,,,,,,,,無,無,島根県,出雲市
,,9009424,売買居住用,島根県,出雲市,,,,3700000,1979/8/1,96.4,,木造,4,100.48,公簿,宅地,,,,無,無,,,公営,都市ガス,下水,,専用,,専用,,ガス,,無,,,,,,,,,,,,無,無,島根県,出雲市
,,9009434,売買居住用,秋田県,秋田市,,,,18000000,2008/7/1,129.68,,木造,4,168.93,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,商業施設が近くて便利な4ＬDＫ2階建てオール電化住宅です！,公営,,下水,,専用,,専用,,IH,,,,1200,1700,,500,,2000,,,200,60,無,無,秋田県,秋田市
